question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(log n),O(n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Floyd-Warshall,Dijkstra's Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n log n),O(1),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Accenture,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(log n),O(n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Microsoft,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(log n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Microsoft,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(n log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Google,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(1),O(n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Accenture,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(n log n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(n log n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Wipro,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(1),O(log n),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Wipro,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Tech Mahindra,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Infosys,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(1),O(log n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Capgemini,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Accenture,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(1),O(log n),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Tech Mahindra,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Accenture,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(n log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Tech Mahindra,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n log n),O(n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,TCS,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(1),O(log n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Wipro,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(n log n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,TCS,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,TCS,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n log n),O(n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Accenture,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Tech Mahindra,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n log n),O(log n),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,TCS,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,TCS,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(log n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Amazon,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Capgemini,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Capgemini,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,TCS,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(log n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Google,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Capgemini,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(1),O(n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,TCS,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Capgemini,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(n log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Amazon,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(log n),O(n log n),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Amazon,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Microsoft,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,TCS,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(log n),O(n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,TCS,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Amazon,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(n log n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Wipro,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(1),O(n),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Wipro,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Floyd-Warshall,Dijkstra's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Accenture,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(n log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Infosys,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Dijkstra's Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Microsoft,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(1),O(log n),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Tech Mahindra,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n log n),O(n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Tech Mahindra,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Infosys,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(log n),O(n log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Microsoft,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,TCS,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(n),O(log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Wipro,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Infosys,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(log n),O(1),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Microsoft,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Infosys,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(1),O(n log n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Amazon,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Kruskal's Algorithm,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Microsoft,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n log n),O(n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Kruskal's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(n),O(1),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Accenture,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Amazon,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(log n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,TCS,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Capgemini,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(n),O(1),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Wipro,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Floyd-Warshall,Dijkstra's Algorithm,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Accenture,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(1),O(n),O(n log n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Cognizant,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Dijkstra's Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Accenture,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n),O(log n),O(1),O(n log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Amazon,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Dijkstra's Algorithm,Floyd-Warshall,Kruskal's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Capgemini,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(n log n),O(1),O(n),O(log n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Capgemini,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Floyd-Warshall,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,Cognizant,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n),O(n log n),O(1),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Amazon,Hard
Graph Algorithms: Which algorithm should be used to find the shortest path from a single source vertex to all other vertices in a weighted graph with negative edge weights but no negative cycles?,Bellman-Ford Algorithm,Floyd-Warshall,Kruskal's Algorithm,Dijkstra's Algorithm,Bellman-Ford Algorithm,Dijkstra's algorithm fails with negative weights. The Bellman-Ford algorithm supports negative weights in O(VE) time.,advanced_coding,3,TCS,Hard
Heap: What is the time complexity of building a Binary Heap of size n from an unsorted array using the bottom-up heapify method?,O(log n),O(n log n),O(1),O(n),O(n),Building a heap bottom-up takes linear time O(n) because the work decreases exponentially as we go up the tree levels.,advanced_coding,3,Google,Hard
