question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,52.27 liters,52 liters,48.00 liters,50.27 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,Capgemini,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",34,16,8,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Cognizant,Expert
Find the remainder when 2^205 is divided by 7.,3,97,2,1,2,"By Fermat's Little Theorem, since 7 is prime, 2^6 ≡ 1 (mod 7). Therefore, 2^205 = (2^6)^34 * 2^1 ≡ 1^34 * 2 ≡ 2 (mod 7).",numerical,4,Google,Expert
A container contains 50 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,42 liters,40.32 liters,40.00 liters,42.32 liters,42.32 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 4/50)^2 = 50 * (46/50)^2 = 42.32 liters.,numerical,4,Accenture,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",70,8,16,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Tech Mahindra,Expert
Find the remainder when 3^445 is divided by 13.,3,1,2,4,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^445 = (3^12)^37 * 3^1 ≡ 1^37 * 3 ≡ 3 (mod 13).",numerical,4,Infosys,Expert
A container contains 50 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,30.00 liters,40.00 liters,30 liters,32.00 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 10/50)^2 = 50 * (40/50)^2 = 32.00 liters.,numerical,4,Tech Mahindra,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",8,32,16,64,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,TCS,Expert
Find the remainder when 5^301 is divided by 13.,6,1,5,4,5,"By Fermat's Little Theorem, since 13 is prime, 5^12 ≡ 1 (mod 13). Therefore, 5^301 = (5^12)^25 * 5^1 ≡ 1^25 * 5 ≡ 5 (mod 13).",numerical,4,Tech Mahindra,Expert
A container contains 40 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,28.62 liters,30.62 liters,30 liters,30.62 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 5/40)^2 = 40 * (35/40)^2 = 30.62 liters.,numerical,4,Google,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,32,22,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Infosys,Expert
Find the remainder when 3^235 is divided by 7.,4,1,3,2,3,"By Fermat's Little Theorem, since 7 is prime, 3^6 ≡ 1 (mod 7). Therefore, 3^235 = (3^6)^39 * 3^1 ≡ 1^39 * 3 ≡ 3 (mod 7).",numerical,4,Tech Mahindra,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,38.50 liters,40 liters,40.50 liters,40.00 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Accenture,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",4,8,16,51,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Accenture,Expert
Find the remainder when 4^289 is divided by 13.,3,1,4,5,4,"By Fermat's Little Theorem, since 13 is prime, 4^12 ≡ 1 (mod 13). Therefore, 4^289 = (4^12)^24 * 4^1 ≡ 1^24 * 4 ≡ 4 (mod 13).",numerical,4,Amazon,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,50.42 liters,48.00 liters,48.42 liters,50 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,Amazon,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",16,8,48,4,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Accenture,Expert
Find the remainder when 3^139 is divided by 7.,2,1,4,3,3,"By Fermat's Little Theorem, since 7 is prime, 3^6 ≡ 1 (mod 7). Therefore, 3^139 = (3^6)^23 * 3^1 ≡ 1^23 * 3 ≡ 3 (mod 7).",numerical,4,Wipro,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,32.40 liters,32 liters,30.40 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Wipro,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",32,8,29,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,TCS,Expert
Find the remainder when 2^103 is divided by 7.,3,1,2,75,2,"By Fermat's Little Theorem, since 7 is prime, 2^6 ≡ 1 (mod 7). Therefore, 2^103 = (2^6)^17 * 2^1 ≡ 1^17 * 2 ≡ 2 (mod 7).",numerical,4,Accenture,Expert
A container contains 40 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,28.62 liters,32.00 liters,30.62 liters,30 liters,30.62 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 5/40)^2 = 40 * (35/40)^2 = 30.62 liters.,numerical,4,Wipro,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",8,16,4,25,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Infosys,Expert
Find the remainder when 2^321 is divided by 11.,3,1,55,2,2,"By Fermat's Little Theorem, since 11 is prime, 2^10 ≡ 1 (mod 11). Therefore, 2^321 = (2^10)^32 * 2^1 ≡ 1^32 * 2 ≡ 2 (mod 11).",numerical,4,Microsoft,Expert
A container contains 50 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,30 liters,40.00 liters,32.00 liters,30.00 liters,32.00 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 10/50)^2 = 50 * (40/50)^2 = 32.00 liters.,numerical,4,Google,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",8,4,16,13,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Microsoft,Expert
Find the remainder when 2^181 is divided by 7.,1,40,2,3,2,"By Fermat's Little Theorem, since 7 is prime, 2^6 ≡ 1 (mod 7). Therefore, 2^181 = (2^6)^30 * 2^1 ≡ 1^30 * 2 ≡ 2 (mod 7).",numerical,4,TCS,Expert
A container contains 60 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,41.67 liters,39.67 liters,48.00 liters,40 liters,41.67 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 10/60)^2 = 60 * (50/60)^2 = 41.67 liters.,numerical,4,Infosys,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",53,4,16,8,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Infosys,Expert
Find the remainder when 2^151 is divided by 11.,19,2,3,1,2,"By Fermat's Little Theorem, since 11 is prime, 2^10 ≡ 1 (mod 11). Therefore, 2^151 = (2^10)^15 * 2^1 ≡ 1^15 * 2 ≡ 2 (mod 11).",numerical,4,Tech Mahindra,Expert
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,48.00 liters,52.27 liters,52 liters,50.27 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,Amazon,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",8,16,32,64,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Accenture,Expert
Find the remainder when 2^121 is divided by 13.,3,20,1,2,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^121 = (2^12)^10 * 2^1 ≡ 1^10 * 2 ≡ 2 (mod 13).",numerical,4,Capgemini,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,30.40 liters,32.40 liters,32 liters,32.00 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Wipro,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,32,14,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Amazon,Expert
Find the remainder when 2^301 is divided by 13.,38,3,2,1,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^301 = (2^12)^25 * 2^1 ≡ 1^25 * 2 ≡ 2 (mod 13).",numerical,4,Tech Mahindra,Expert
A container contains 40 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,20.50 liters,22.50 liters,20 liters,22.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 10/40)^2 = 40 * (30/40)^2 = 22.50 liters.,numerical,4,Microsoft,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,32,16,80,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Cognizant,Expert
Find the remainder when 2^121 is divided by 7.,1,30,3,2,2,"By Fermat's Little Theorem, since 7 is prime, 2^6 ≡ 1 (mod 7). Therefore, 2^121 = (2^6)^20 * 2^1 ≡ 1^20 * 2 ≡ 2 (mod 7).",numerical,4,Capgemini,Expert
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,48.00 liters,52 liters,50.27 liters,52.27 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,TCS,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",4,8,8,16,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Google,Expert
Find the remainder when 3^397 is divided by 13.,4,1,2,3,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^397 = (3^12)^33 * 3^1 ≡ 1^33 * 3 ≡ 3 (mod 13).",numerical,4,Cognizant,Expert
A container contains 40 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,20.50 liters,20 liters,22.50 liters,22.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 10/40)^2 = 40 * (30/40)^2 = 22.50 liters.,numerical,4,TCS,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",53,8,4,16,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,TCS,Expert
Find the remainder when 4^457 is divided by 13.,5,3,1,4,4,"By Fermat's Little Theorem, since 13 is prime, 4^12 ≡ 1 (mod 13). Therefore, 4^457 = (4^12)^38 * 4^1 ≡ 1^38 * 4 ≡ 4 (mod 13).",numerical,4,Cognizant,Expert
A container contains 50 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,30 liters,30.00 liters,40.00 liters,32.00 liters,32.00 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 10/50)^2 = 50 * (40/50)^2 = 32.00 liters.,numerical,4,Infosys,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,16,32,67,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Capgemini,Expert
Find the remainder when 4^193 is divided by 13.,1,5,3,4,4,"By Fermat's Little Theorem, since 13 is prime, 4^12 ≡ 1 (mod 13). Therefore, 4^193 = (4^12)^16 * 4^1 ≡ 1^16 * 4 ≡ 4 (mod 13).",numerical,4,Infosys,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,48.00 liters,48.42 liters,50.42 liters,50 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",16,8,32,64,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Amazon,Expert
Find the remainder when 3^469 is divided by 13.,1,2,4,3,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^469 = (3^12)^39 * 3^1 ≡ 1^39 * 3 ≡ 3 (mod 13).",numerical,4,Capgemini,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,48.00 liters,50.42 liters,48.42 liters,50 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,Accenture,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",8,16,90,4,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Wipro,Expert
Find the remainder when 3^373 is divided by 13.,4,1,3,2,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^373 = (3^12)^31 * 3^1 ≡ 1^31 * 3 ≡ 3 (mod 13).",numerical,4,Capgemini,Expert
A container contains 40 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,20 liters,20.50 liters,22.50 liters,32.00 liters,22.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 10/40)^2 = 40 * (30/40)^2 = 22.50 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",16,8,64,32,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Microsoft,Expert
Find the remainder when 4^211 is divided by 7.,5,1,3,4,4,"By Fermat's Little Theorem, since 7 is prime, 4^6 ≡ 1 (mod 7). Therefore, 4^211 = (4^6)^35 * 4^1 ≡ 1^35 * 4 ≡ 4 (mod 7).",numerical,4,Tech Mahindra,Expert
A container contains 40 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,28.62 liters,32.00 liters,30 liters,30.62 liters,30.62 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 5/40)^2 = 40 * (35/40)^2 = 30.62 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,78,16,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Capgemini,Expert
Find the remainder when 4^181 is divided by 11.,3,1,5,4,4,"By Fermat's Little Theorem, since 11 is prime, 4^10 ≡ 1 (mod 11). Therefore, 4^181 = (4^10)^18 * 4^1 ≡ 1^18 * 4 ≡ 4 (mod 11).",numerical,4,Accenture,Expert
A container contains 50 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,30 liters,40.00 liters,30.00 liters,32.00 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 10/50)^2 = 50 * (40/50)^2 = 32.00 liters.,numerical,4,TCS,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",16,32,19,8,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Accenture,Expert
Find the remainder when 2^181 is divided by 11.,2,69,3,1,2,"By Fermat's Little Theorem, since 11 is prime, 2^10 ≡ 1 (mod 11). Therefore, 2^181 = (2^10)^18 * 2^1 ≡ 1^18 * 2 ≡ 2 (mod 11).",numerical,4,Wipro,Expert
A container contains 40 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,20.50 liters,22.50 liters,32.00 liters,20 liters,22.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 10/40)^2 = 40 * (30/40)^2 = 22.50 liters.,numerical,4,Capgemini,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",8,16,54,4,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Cognizant,Expert
Find the remainder when 5^313 is divided by 13.,6,1,4,5,5,"By Fermat's Little Theorem, since 13 is prime, 5^12 ≡ 1 (mod 13). Therefore, 5^313 = (5^12)^26 * 5^1 ≡ 1^26 * 5 ≡ 5 (mod 13).",numerical,4,TCS,Expert
A container contains 50 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.32 liters,42.32 liters,42 liters,40.00 liters,42.32 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 4/50)^2 = 50 * (46/50)^2 = 42.32 liters.,numerical,4,Accenture,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",17,16,32,8,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Amazon,Expert
Find the remainder when 3^229 is divided by 13.,4,1,2,3,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^229 = (3^12)^19 * 3^1 ≡ 1^19 * 3 ≡ 3 (mod 13).",numerical,4,Accenture,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,48.00 liters,50 liters,48.42 liters,50.42 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,Google,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",16,6,8,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Google,Expert
Find the remainder when 2^401 is divided by 11.,40,3,1,2,2,"By Fermat's Little Theorem, since 11 is prime, 2^10 ≡ 1 (mod 11). Therefore, 2^401 = (2^10)^40 * 2^1 ≡ 1^40 * 2 ≡ 2 (mod 11).",numerical,4,Tech Mahindra,Expert
A container contains 50 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,42 liters,40.00 liters,40.32 liters,42.32 liters,42.32 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 4/50)^2 = 50 * (46/50)^2 = 42.32 liters.,numerical,4,Tech Mahindra,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",8,32,64,16,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Wipro,Expert
Find the remainder when 5^253 is divided by 13.,4,6,5,1,5,"By Fermat's Little Theorem, since 13 is prime, 5^12 ≡ 1 (mod 13). Therefore, 5^253 = (5^12)^21 * 5^1 ≡ 1^21 * 5 ≡ 5 (mod 13).",numerical,4,TCS,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.50 liters,40 liters,40.00 liters,38.50 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Microsoft,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",16,32,64,8,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Amazon,Expert
Find the remainder when 2^341 is divided by 11.,2,1,3,80,2,"By Fermat's Little Theorem, since 11 is prime, 2^10 ≡ 1 (mod 11). Therefore, 2^341 = (2^10)^34 * 2^1 ≡ 1^34 * 2 ≡ 2 (mod 11).",numerical,4,TCS,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,30.40 liters,32.40 liters,32 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Microsoft,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",4,16,8,68,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Microsoft,Expert
Find the remainder when 3^229 is divided by 13.,2,1,3,4,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^229 = (3^12)^19 * 3^1 ≡ 1^19 * 3 ≡ 3 (mod 13).",numerical,4,Accenture,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40 liters,40.50 liters,38.50 liters,40.00 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Microsoft,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",16,4,8,77,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Infosys,Expert
Find the remainder when 4^127 is divided by 7.,4,3,5,1,4,"By Fermat's Little Theorem, since 7 is prime, 4^6 ≡ 1 (mod 7). Therefore, 4^127 = (4^6)^21 * 4^1 ≡ 1^21 * 4 ≡ 4 (mod 7).",numerical,4,Microsoft,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.50 liters,40 liters,40.00 liters,38.50 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",8,88,16,4,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Accenture,Expert
Find the remainder when 4^163 is divided by 7.,5,1,4,3,4,"By Fermat's Little Theorem, since 7 is prime, 4^6 ≡ 1 (mod 7). Therefore, 4^163 = (4^6)^27 * 4^1 ≡ 1^27 * 4 ≡ 4 (mod 7).",numerical,4,Microsoft,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.00 liters,40.50 liters,40 liters,38.50 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Tech Mahindra,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",64,32,8,16,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Infosys,Expert
Find the remainder when 4^181 is divided by 7.,5,4,1,3,4,"By Fermat's Little Theorem, since 7 is prime, 4^6 ≡ 1 (mod 7). Therefore, 4^181 = (4^6)^30 * 4^1 ≡ 1^30 * 4 ≡ 4 (mod 7).",numerical,4,TCS,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32 liters,32.40 liters,32.00 liters,30.40 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Amazon,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",16,48,8,4,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Cognizant,Expert
Find the remainder when 2^231 is divided by 11.,1,3,2,76,2,"By Fermat's Little Theorem, since 11 is prime, 2^10 ≡ 1 (mod 11). Therefore, 2^231 = (2^10)^23 * 2^1 ≡ 1^23 * 2 ≡ 2 (mod 11).",numerical,4,Wipro,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.50 liters,40 liters,40.00 liters,38.50 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Infosys,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,16,99,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Amazon,Expert
Find the remainder when 4^61 is divided by 7.,3,1,4,5,4,"By Fermat's Little Theorem, since 7 is prime, 4^6 ≡ 1 (mod 7). Therefore, 4^61 = (4^6)^10 * 4^1 ≡ 1^10 * 4 ≡ 4 (mod 7).",numerical,4,Microsoft,Expert
